index,parameters,oversample_SMOTE__sampling_strategy,kn_class__n_neighbors,kn_class__weights,kn_class__algorithm,kn_class__p,training,validation,overfit_%
564,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,1,0.774774775,0.75,-3.197674419
565,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,1,0.783783784,0.625,-20.25862069
566,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,1,0.774774775,0.75,-3.197674419
567,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,1,0.765765766,0.875,14.26470588
568,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,1,0.702702703,0.625,-11.05769231
569,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,1,0.723214286,0.571428571,-20.98765432
570,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.666666667,0.5,-25
571,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.540540541,0.625,15.625
572,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.648648649,0.75,15.625
573,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.621621622,0.375,-39.67391304
574,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.684684685,0.375,-45.23026316
575,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.630630631,0.375,-40.53571429
576,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.657657658,0.75,14.04109589
577,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.603603604,0.625,3.544776119
578,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.621621622,0.375,-39.67391304
579,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.684684685,0.75,9.539473684
580,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.657657658,0.5,-23.97260274
581,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.675675676,0.625,-7.5
582,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.648648649,0.875,34.89583333
583,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.621621622,0.5,-19.56521739
584,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,1,0.607142857,0.571428571,-5.882352941
585,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.625,-37.5
586,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.875,-12.5
587,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,1,0
588,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.625,-37.5
589,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.625,-37.5
590,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.625,-37.5
591,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.75,-25
592,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.875,-12.5
593,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.75,-25
594,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.875,-12.5
595,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.875,-12.5
596,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.875,-12.5
597,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.875,-12.5
598,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.625,-37.5
599,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,1,1,0.857142857,-14.28571429
600,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.625,-37.5
601,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.875,-12.5
602,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.875,-12.5
603,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.375,-62.5
604,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.5,-50
605,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.5,-50
606,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.75,-25
607,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.875,-12.5
608,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.75,-25
609,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.75,-25
610,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.625,-37.5
611,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.75,-25
612,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.875,-12.5
613,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.75,-25
614,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,1,1,0.571428571,-42.85714286
615,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.625,-37.5
616,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.625,-37.5
617,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.75,-25
618,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.375,-62.5
619,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.375,-62.5
620,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.375,-62.5
621,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.75,-25
622,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.625,-37.5
623,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.375,-62.5
624,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.625,-37.5
625,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.5,-50
626,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.625,-37.5
627,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.875,-12.5
628,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.5,-50
629,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,1,1,0.571428571,-42.85714286
630,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.927927928,1,7.766990291
631,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.927927928,0.875,-5.703883495
632,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.945945946,1,5.714285714
633,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.927927928,0.75,-19.17475728
634,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.936936937,0.75,-19.95192308
635,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.918918919,0.875,-4.779411765
636,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.954954955,0.875,-8.372641509
637,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.936936937,1,6.730769231
638,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.927927928,0.75,-19.17475728
639,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.954954955,1,4.716981132
640,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.927927928,1,7.766990291
641,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.945945946,0.875,-7.5
642,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.927927928,0.875,-5.703883495
643,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.927927928,0.875,-5.703883495
644,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,uniform,brute,2,0.946428571,1,5.660377358
645,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.882882883,1,13.26530612
646,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.873873874,0.875,0.128865979
647,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.927927928,1,7.766990291
648,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.90990991,0.75,-17.57425743
649,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.900900901,0.75,-16.75
650,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.900900901,0.75,-16.75
651,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.918918919,0.875,-4.779411765
652,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.900900901,1,11
653,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.90990991,0.75,-17.57425743
654,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.927927928,1,7.766990291
655,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.90990991,1,9.900990099
656,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.918918919,0.875,-4.779411765
657,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.918918919,0.875,-4.779411765
658,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.927927928,0.875,-5.703883495
659,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,brute,2,0.919642857,1,8.737864078
660,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.855855856,1,16.84210526
661,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.81981982,0.875,6.730769231
662,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.873873874,0.875,0.128865979
663,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.810810811,0.5,-38.33333333
664,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.873873874,0.5,-42.78350515
665,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.837837838,0.75,-10.48387097
666,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.846846847,0.875,3.324468085
667,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.855855856,0.875,2.236842105
668,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.81981982,0.625,-23.76373626
669,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.882882883,1,13.26530612
670,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.828828829,0.875,5.570652174
671,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.855855856,0.875,2.236842105
672,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.864864865,0.875,1.171875
673,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.81981982,0.75,-8.516483516
674,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,brute,2,0.821428571,1,21.73913043
675,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,1,0
676,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,0.875,-12.5
677,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,1,0
678,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,0.75,-25
679,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,0.75,-25
680,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,0.875,-12.5
681,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,0.875,-12.5
