index,parameters,oversample_SMOTE__sampling_strategy,kn_class__n_neighbors,kn_class__weights,kn_class__algorithm,kn_class__p,training,validation,overfit_%
682,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,1,0
683,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,0.75,-25
684,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,1,0
685,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,1,0
686,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,0.875,-12.5
687,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,0.875,-12.5
688,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,0.875,-12.5
689,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,brute,2,1,1,0
690,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,1,0
691,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,0.875,-12.5
692,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,1,0
693,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,0.75,-25
694,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,0.75,-25
695,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,0.75,-25
696,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,0.875,-12.5
697,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,1,0
698,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,0.75,-25
699,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,1,0
700,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,1,0
701,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,0.875,-12.5
702,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,0.875,-12.5
703,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,0.875,-12.5
704,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,brute,2,1,1,0
705,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,1,0
706,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,0.875,-12.5
707,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,0.875,-12.5
708,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,0.5,-50
709,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,0.5,-50
710,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,0.75,-25
711,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,0.875,-12.5
712,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,0.875,-12.5
713,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,0.625,-37.5
714,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,1,0
715,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,0.875,-12.5
716,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,0.875,-12.5
717,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,0.875,-12.5
718,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,0.75,-25
719,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,brute,2,1,1,0
720,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.828828829,0.625,-24.5923913
721,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.792792793,0.875,10.36931818
722,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.837837838,0.875,4.435483871
723,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.828828829,0.625,-24.5923913
724,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.837837838,0.625,-25.40322581
725,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.801801802,0.625,-22.0505618
726,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.81981982,0.75,-8.516483516
727,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.846846847,1,18.08510638
728,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.801801802,0.75,-6.460674157
729,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.855855856,1,16.84210526
730,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.81981982,0.75,-8.516483516
731,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.864864865,0.75,-13.28125
732,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.81981982,0.875,6.730769231
733,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.810810811,0.875,7.916666667
734,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,1,0.848214286,0.857142857,1.052631579
735,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.765765766,0.625,-18.38235294
736,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.657657658,0.875,33.04794521
737,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.774774775,0.75,-3.197674419
738,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.720720721,0.5,-30.625
739,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.765765766,0.625,-18.38235294
740,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.765765766,0.375,-51.02941176
741,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.738738739,0.75,1.524390244
742,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.756756757,0.875,15.625
743,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.738738739,0.625,-15.39634146
744,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.783783784,0.875,11.63793103
745,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.774774775,0.625,-19.33139535
746,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.801801802,0.75,-6.460674157
747,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.765765766,0.875,14.26470588
748,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.720720721,0.625,-13.28125
749,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,1,0.75,0.857142857,14.28571429
750,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.594594595,0.5,-15.90909091
751,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.531531532,0.75,41.10169492
752,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.612612613,0.625,2.022058824
753,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.648648649,0.375,-42.1875
754,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.63963964,0.5,-21.83098592
755,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.576576577,0.375,-34.9609375
756,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.648648649,0.75,15.625
757,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.585585586,0.75,28.07692308
758,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.630630631,0.25,-60.35714286
759,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.630630631,0.875,38.75
760,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.621621622,0.5,-19.56521739
761,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.666666667,0.625,-6.25
762,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.630630631,0.75,18.92857143
763,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.594594595,0.5,-15.90909091
764,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,1,0.553571429,0.571428571,3.225806452
765,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.625,-37.5
766,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.875,-12.5
767,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.875,-12.5
768,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.625,-37.5
769,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.625,-37.5
770,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.625,-37.5
771,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.75,-25
772,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,1,0
773,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.75,-25
774,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,1,0
775,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.875,-12.5
776,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.75,-25
777,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.875,-12.5
778,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.875,-12.5
779,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,1,1,0.857142857,-14.28571429
